date_of_sale,address,postal_code,county,price,vat_exclusive,description_of_property,property_size_description,is_big,log_price,is_full_market_price,year,month,quarter
02/11/2012,"79 Tudor Lawn, Newcastle, Galway",NA,Galway,2470,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.392696953259666,Yes,2,11,4
08/10/2012,"14 The Laurels, Avourwen Meadows, Drogheda",NA,Meath,1715,Yes,New Dwelling house /Apartment,lt_38_square_meters,Not Big,3.2342641243787895,Yes,8,10,4
11/02/2011,"13 Rye River Crescent, Leixlip",NA,Kildare,2450,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.3891660843645326,Yes,11,2,1
11/12/2017,"Apartment 15, Orwell Gate, Marianella",Dublin 6,Dublin,4493.38,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.6525731479330314,Yes,11,12,4
28/11/2012,"1 Strand Road, Sandymount, Dublin 4",NA,Dublin,5225,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.7180862947830917,Yes,28,11,4
23/02/2011,"Greenans, Glenties",NA,Donegal,550,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.7403626894942437,Yes,23,2,1
10/01/2013,"4 Castlemorris Mews, Ballymullen, Tralee",NA,Kerry,1550,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.1903316981702914,Yes,10,1,1
28/09/2015,"10 O'CALLAGHAN PLACE, OFF CATHEDRAL ROAD, CORK",NA,Cork,850,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.929418925714293,Yes,28,9,3
19/06/2014,"FAIRLAWNS, BUNAVIE, NICKER",NA,Limerick,2400,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.380211241711606,Yes,19,6,2
31/07/2015,"29 Dalriada Court, Knocklyon, Dublin 16",NA,Dublin,2141.85,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.330789052652069,Yes,31,7,3
06/06/2018,"WOODLANDS, KENDALSTOWN RISE, DELGANY",NA,Wicklow,8850,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.9469432706978256,Yes,6,6,2
11/07/2013,"Toll Bridge Cottage, Ardsolas, Quin",NA,Clare,600,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.7781512503836434,Yes,11,7,3
24/06/2013,"7 BAGENAL cOURT, COURT PLACE, CARLOW",NA,Carlow,560,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.7481880270062002,Yes,24,6,2
29/07/2015,"Barnageeragh Cove, Skerries",NA,Dublin,2775.3304,Yes,New Dwelling house /Apartment,ge_125_square_meters,Not Big,3.443314692811944,Yes,29,7,3
17/12/2014,"MAIN STREET, LISCANNOR, CO. CLARE",NA,Clare,1751.1110999999999,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.2433137009585358,Yes,17,12,4
24/11/2010,"111  Lissadyra, Ballygaddy Road, Tuam",NA,Galway,1320,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.12057393120585,Yes,24,11,4
25/07/2018,"17 Martello Place, Ballbriggan",NA,Dublin,2986.25,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.475126162757934,Yes,25,7,3
11/08/2010,"Apartment 2, 1 Castle Close Apartments, Castle Close  Sandycove",NA,Dublin,3750,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.574031267727719,Yes,11,8,3
04/07/2013,"Bodane, Tuam",NA,Galway,560,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.7481880270062002,Yes,4,7,3
08/04/2011,"88 Drumbear Wood, Cootehill Road, Monaghan",NA,Monaghan,1630,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.2121876044039577,Yes,8,4,2
05/03/2015,"41 BRIDGE WATER QUAY, ISLANDBRIDGE, DUBLIN 8",Dublin 8,Dublin,3500,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.5440680443502757,Yes,5,3,1
17/07/2015,"15 CATHEDRAL PLACE, LIMERICK",NA,Limerick,850,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.929418925714293,Yes,17,7,3
19/12/2011,"21 Straffan Gate, Straffan",NA,Kildare,1850.2203,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.267223441580457,Yes,19,12,4
05/12/2014,"19 CHERRYFIELD AVE UPPER, RANELAGH, DUBLIN 6",Dublin 6,Dublin,6300,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.7993405494535817,Yes,5,12,4
11/01/2018,"28 WEST MEADOWS, SYNONE, BOHERLAHAN",NA,Tipperary,1770,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.247973266361807,Yes,11,1,1
28/04/2011,"38 Bremen Avenue, Ringsend",Dublin 4,Dublin,2000,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.3010299956639813,Yes,28,4,2
04/06/2013,"Cullow, Crosserlough",NA,Cavan,250,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.3979400086720375,Yes,4,6,2
10/12/2016,"5 FIRGROVE MEWS, HERONS WOOD, CARRIGALINE",NA,Cork,2250,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.3521825181113627,Yes,10,12,4
28/03/2011,"112 Boireann Beag, Roscam",NA,Galway,2350,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.3710678622717363,Yes,28,3,1
13/04/2017,"9 RIVERVIEW, BALLINASLOE, GALWAY",NA,Galway,250,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.3979400086720375,Yes,13,4,2
16/09/2015,"7 Inis Alainn, Carrignafoy, C�bh",NA,Cork,1101.32,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.041913526094411,Yes,16,9,3
28/07/2017,"13 SHANDON DR, PHIBSBOROUGH, DUBLIN 7",Dublin 7,Dublin,6576.57,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.8179994470390994,Yes,28,7,3
15/08/2017,"103 MANYDOWN CLOSE, DUNDALK, CO LOUTH",NA,Louth,2100,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.322219294733919,Yes,15,8,3
24/04/2017,"16 CARLINN GREEN, MULLAHARLIN ROAD, DUNDALK",NA,Louth,1841.63,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.26520238096444,Yes,24,4,2
01/05/2014,"31 RATRA PK, DUBLIN 7, DUBLIN",Dublin 7,Dublin,3150,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.4983105537896004,Yes,1,5,2
06/12/2016,"SUNFLOWER COTTAGE, KILLALA RD, BALLINA",NA,Mayo,1650,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.2174839442139063,Yes,6,12,4
25/01/2016,"GNIOMH LANN, BALLINDOE, CO SLIGO",NA,Sligo,1500,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.1760912590556813,Yes,25,1,1
21/09/2017,"25 MOUNT SYMON DALE, CLONSILLA DUBLIN 15, DUBLIN",Dublin 15,Dublin,3380,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.5289167002776547,Yes,21,9,3
31/05/2018,"BALLYNALLY, MOVILLE, DONEGAL",NA,Donegal,1700,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.230448921378274,Yes,31,5,2
12/09/2018,"KILBEREHERT, CASTLEISLAND, CO. KERRY",NA,Kerry,120,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.0791812460476247,Yes,12,9,3
11/08/2016,"318 KYLEMORE RD, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,1790,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.2528530309798933,Yes,11,8,3
30/05/2014,"4 GLEBE CRESENT, MARKET GREEN, BALBRIGGAN",NA,Dublin,1000,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3,Yes,30,5,2
19/06/2015,"167 DOORADOYLE PARK, DOORADOYLE, LIMERICK",NA,Limerick,1400,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.146128035678238,Yes,19,6,2
01/08/2014,"15 ATLANTIC COAST, STRAND RD, TRAMORE",NA,Waterford,330,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.5185139398778875,Yes,1,8,3
12/04/2016,"APT 99, RATHLIN HOUSE, CUSTOM HOUSE SQ",Dublin 1,Dublin,2000,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.3010299956639813,Yes,12,4,2
29/07/2016,"RIVERQUARTER, PILTOWN, KILKENNY",NA,Kilkenny,1900,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.278753600952829,Yes,29,7,3
15/07/2013,"7 The Maltings, Skerries",NA,Dublin,2900,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.462397997898956,Yes,15,7,3
23/10/2017,"6 LANGTON PARK, NEWBRIDGE, CO KILDARE",NA,Kildare,2100,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.322219294733919,Yes,23,10,4
02/11/2012,"22 An Tuairin, Dublin Road, Tuam",NA,Galway,1360,No,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.1335389083702174,No,2,11,4
02/06/2010,"11  ST. BRIGIDS LAWN, ARTANE",Dublin 5,Dublin,3850,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.5854607295085006,Yes,2,6,2
01/02/2017,"BALLYMOTEY, MONAGEER, ENNISCORTHY",NA,Wexford,125.7,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.0993352776859577,Yes,1,2,1
06/01/2017,"VILLA 20, CARLTON VILLAGE, YOUGHAL",NA,Cork,920,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.963787827345555,Yes,6,1,1
20/04/2012,"11 Castlepark Avenue, Maynooth",NA,Kildare,2511,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.3998467127129226,Yes,20,4,2
10/06/2014,"MULROY, BOYNE RD, NAVAN",NA,Meath,2500,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.3979400086720375,Yes,10,6,2
14/12/2016,"ASHFIELD LODGE, CLONGALL, EDENDERRY",NA,Offaly,1360,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.1335389083702174,Yes,14,12,4
29/04/2014,"10 FAIRGREEN, KILCOCK, WICKLOW",NA,Kildare,1200,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.0791812460476247,Yes,29,4,2
15/12/2016,"PORTROE, NENAGH, CO TIPPERARY",NA,Tipperary,3300,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.5185139398778875,Yes,15,12,4
27/09/2011,"Seamounty, Courtown, Gorey",NA,Wexford,1200,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.0791812460476247,Yes,27,9,3
05/07/2018,"19 CARMANHALL COURT, SANDYFORD, DUBLIN 18",Dublin 18,Dublin,3860,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.586587304671755,Yes,5,7,3
08/04/2014,"Killahagan, Drom, Templemore",NA,Tipperary,975,Yes,New Dwelling house /Apartment,ge_125_square_meters,Not Big,2.989004615698537,Yes,8,4,2
22/12/2016,"1651 WILLIAM P TCE, CASTLEDERMOT, KILDARE",NA,Kildare,800,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.9030899869919438,No,22,12,4
15/12/2016,"4 THE NURSERIES, WYATTVILLE RD, BALLYBRACK",NA,Dublin,3375,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.5282737771670436,Yes,15,12,4
12/06/2015,"22 WOOD BROOK CT, RIVER WOOD RD, CASTLEKNOCK DUBLIN 15",Dublin 15,Dublin,1335,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.125481265700594,Yes,12,6,2
08/06/2018,"BALLYFIN RD, PORTLAOISE, LAOIS",NA,Laois,1550,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.1903316981702914,No,8,6,2
02/08/2013,"39A Fitzherbert Court, Slane Road  Navan",NA,Meath,1060,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.0253058652647704,Yes,2,8,3
26/11/2013,"60 Hollybrook Park, Southern Cross Road, Bray",NA,Wicklow,1900,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.278753600952829,Yes,26,11,4
22/12/2017,"4A JOHNSWOOD COURT, ASHBOURNE, MEATH",NA,Meath,2275,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.3569814009931314,Yes,22,12,4
08/09/2016,"RHYNAGONNAUGHT, DOONBEG, COUNTY CLARE",NA,Clare,250,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.3979400086720375,Yes,8,9,3
19/07/2017,"9 MARY ST SOUTH, DUNDALK, LOUTH",NA,Louth,1420,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.1522883443830567,Yes,19,7,3
24/08/2018,"CULLIHILL, BORRISOLEIGH, TIPPERARY",NA,Tipperary,2862.5,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.4567454953479446,Yes,24,8,3
16/11/2017,"MULLANWARY, BELTURBET, COUNTY CAVAN",NA,Cavan,200,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.3010299956639813,Yes,16,11,4
30/03/2016,"7 THE CHERRIES, GRANGEWOOD, RATHFARNHAM",Dublin 16,Dublin,5900,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.7708520116421442,Yes,30,3,1
25/10/2016,"1 A EMMET STREET, DUBLIN 1",NA,Dublin,850,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.929418925714293,Yes,25,10,4
09/10/2015,"49 LEINSTER PARK, HAROLDS CROSS, DUBLIN 6W",NA,Dublin,5300,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.724275869600789,Yes,9,10,4
08/07/2010,"82 St. Helen's Village, Kilrane, Rosslare Harbour",NA,Wexford,1750,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.2430380486862944,Yes,8,7,3
15/06/2018,"49 ANGUS HOUSE, DOCK RD, GALWAY",NA,Galway,5500,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.7403626894942437,Yes,15,6,2
05/07/2016,"226 PALMERSTOWN WOODS, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,2080,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.3180633349627615,Yes,5,7,3
14/06/2012,"b4 The Old Presbytery, Cathedral Place, Killarney",NA,Kerry,1900,Yes,New Dwelling house /Apartment,ge_125_square_meters,Not Big,3.278753600952829,Yes,14,6,2
26/08/2010,"Toberclare Glasson, Athlone",NA,Westmeath,1000,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3,Yes,26,8,3
13/07/2018,"6 RIVERGLEN, CURRACLOE, ENNISCORTHY",NA,Wexford,1850,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.2671717284030137,Yes,13,7,3
28/08/2017,"14 FORGEHILL GREEN, STAMULLEN, MEATH",NA,Meath,2480,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.3944516808262164,Yes,28,8,3
21/09/2015,"197 ROS CAOIN, ROSCAM, GALWAY",NA,Galway,2450,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.3891660843645326,Yes,21,9,3
10/09/2010,"Drumderry, Bunclody",NA,Wexford,500,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.6989700043360187,Yes,10,9,3
07/08/2015,"105 Brandon Square, Waterville, Blanchardstown",Dublin 15,Dublin,2831.0625,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.4519494571805396,Yes,7,8,3
04/04/2018,"27 DISTILLERY COURT, THE MALTINGS, BALLINCOLLIG",NA,Cork,2100,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.322219294733919,Yes,4,4,2
27/11/2015,"4 FREDERICK AVE, CARLOW, CARLOW",NA,Carlow,1700,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.230448921378274,Yes,27,11,4
26/07/2018,"70 EARLWOOD, THE LOUTH, CORK",NA,Cork,3550,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.550228353055094,Yes,26,7,3
02/04/2012,"Oatfield Lodge, Cappataggle, Ballinasloe",NA,Galway,910,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.9590413923210934,Yes,2,4,2
22/07/2013,"26, PORTLAND PLACE, DOREST STREET",Dublin 1,Dublin,1690,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.2278867046136734,Yes,22,7,3
17/09/2018,"Apt 6, 15 The Meadow, Robswall",NA,Dublin,6387,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.805296916157985,Yes,17,9,3
28/10/2014,"15 JOHNSGATE VILLAGE, JOHN ST, LIMERICK",NA,Limerick,350,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.5440680443502757,Yes,28,10,4
07/09/2017,"3 BEAU MEWS, NORTH MAIN ST, YOUGHAL",NA,Cork,1250,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.0969100130080562,Yes,7,9,3
02/05/2013,"26 JOHN SWEENEY PARK, TULLOW ROAD, CARLOW",NA,Carlow,416.91,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.6200423122352774,No,2,5,2
10/09/2018,"32 Castleknock Cross, Castleknock, Dublin 15",NA,Dublin,7400.88,Yes,New Dwelling house /Apartment,ge_125_square_meters,Not Big,3.869283362490667,Yes,10,9,3
22/12/2016,"59 GRACEPARK TCE, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,4350,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.6384892569546374,Yes,22,12,4
20/11/2017,"APARTMENT NO 26, CASTLEFORBES SQUARE, DUBLIN 1",Dublin 1,Dublin,2080,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.3180633349627615,Yes,20,11,4
27/07/2015,"Newtown Road, Wexford",NA,Wexford,1500,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.1760912590556813,Yes,27,7,3
17/01/2014,"51 SILVERSPRINGS, DUNGARVAN, WATERFORD",NA,Waterford,1030,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.012837224705172,Yes,17,1,1
30/06/2011,"15  Lavallin Avenue, Whitechurch",NA,Cork,2132.15,Yes,New Dwelling house /Apartment,ge_125_square_meters,Not Big,3.3288177547076003,Yes,30,6,2
14/12/2012,"9 Fortwell, Letterkenny",NA,Donegal,325,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.5118833609788744,Yes,14,12,4
03/12/2010,"MULLAGHDUFF, KINCASSLAGH",NA,Donegal,765.78,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.8841040196206236,Yes,3,12,4
02/12/2011,"86 Mount Drummond Square, Harold's Cross",Dublin 6,Dublin,2300,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.361727836017593,Yes,2,12,4
09/12/2016,"18 barely field, wicklow hills, newtoenmountkennedy",NA,Wicklow,2350,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.3710678622717363,Yes,9,12,4
06/03/2017,"LUOGH SOUTH, DOOLIN, CO CLARE",NA,Clare,1150,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.060697840353612,Yes,6,3,1
22/12/2014,"50 CHERRYWOOD VILLAS, OLD NANGOR RD, CLONDALKIN",Dublin 22,Dublin,1373.99,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.13798357190794,Yes,22,12,4
25/01/2017,"5 CLONOUGH DR, LIMERICK RD, CASTLEISLAND",NA,Kerry,1915,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.2821687783046416,Yes,25,1,1
31/03/2015,"6 HAMPTON COURT, ST HELENSWOOD, BOOTERSTOWN",NA,Dublin,5000,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.6989700043360187,Yes,31,3,1
29/11/2013,"32 WOLFE TONE ST, KILKENNY",NA,Kilkenny,1275,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.1055101847699738,Yes,29,11,4
01/10/2015,"ROSE VILLE, LACKAROE, LISCARROLL",NA,Cork,1250,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.0969100130080562,Yes,1,10,4
20/09/2018,"122 Knightswood, Matthews lane, Drogheda",NA,Meath,2008.81,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.302938861659271,Yes,20,9,3
22/11/2013,"44 LOWER CHURCHTOWN RD, DUBLIN 14",NA,Dublin,5550,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.7442929831226763,Yes,22,11,4
29/09/2017,"8 Broadlands, Ballinclea Road, Killiney",NA,Dublin,7775.4736,Yes,New Dwelling house /Apartment,ge_125_square_meters,Not Big,3.890726851152575,Yes,29,9,3
16/12/2015,"34 FORTHILL, AUGHNACLIFFE, COUNTY LONGFORD",NA,Longford,410,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.6127838567197355,Yes,16,12,4
23/10/2014,"HOUSE NO 3, KILLERORAN, BALLYGAR",NA,Galway,600,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.7781512503836434,Yes,23,10,4
19/09/2013,"Coolough, Briarhill, Castlegar",NA,Galway,2860,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.456366033129043,Yes,19,9,3
10/06/2016,"18 GARRAN ARD, DOUGHISKA RD, MERLIN PARK",NA,Galway,1850,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.2671717284030137,Yes,10,6,2
04/01/2012,"5 Mountain View, Sheen Falls",NA,Kerry,2850,Yes,New Dwelling house /Apartment,ge_125_square_meters,Not Big,3.45484486000851,Yes,4,1,1
18/06/2015,"21 the seasons, carrigaline",NA,Cork,1321.58,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.1210934576735214,Yes,18,6,2
13/08/2015,"No. 19 The Court, Weirview Estate, Castlecomer Road",NA,Kilkenny,1436.1233,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.157191728353927,Yes,13,8,3
24/10/2014,"22 Ashbrook, Ennis Road",NA,Limerick,2750,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.439332693830263,Yes,24,10,4
25/05/2015,"DRUMANY COTTAGE, DRUMANY, FOXFIELD",NA,Leitrim,799,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.902546779313991,Yes,25,5,2
20/10/2016,"62 WOODBROOK CRESCENT, RIVERWOOD RD, CASTLEKNOCK DUBLIN 15",Dublin 15,Dublin,2300,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.361727836017593,Yes,20,10,4
10/08/2018,"KENTSTOWN, NAVAN, MEATH",NA,Meath,3050,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.484299839346786,Yes,10,8,3
28/09/2012,"12 beech close, castledermot",NA,Kildare,820,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.9138138523837167,Yes,28,9,3
09/10/2015,"30 LIME TREES RD EAST, MARYBOROUGH ESTATE, DOUGLAS",NA,Cork,3600,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.5563025007672873,Yes,9,10,4
17/12/2010,"Rahally, Ardrahan",NA,Galway,3100,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.4913616938342726,Yes,17,12,4
28/09/2012,"43 Garrai De Brun, Fort Lorenzo, Galway City",NA,Galway,1800,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.255272505103306,Yes,28,9,3
03/11/2010,"42 Sandhills, Hacketstown Road",NA,Carlow,1136.5639,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.055593857691661,Yes,3,11,4
01/08/2014,"103 CEDAR SQ, RIDGEWOOD, SWORDS",NA,Dublin,1610,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.2068258760318495,Yes,1,8,3
15/01/2015,"SUNNYSIDE, OLD LUCAN RD, PALMERSTOWN",Dublin 20,Dublin,6500,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.8129133566428557,Yes,15,1,1
27/02/2017,"APT 5, NEWROW COURT, EDENDERRY",NA,Offaly,300,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.4771212547196626,Yes,27,2,1
06/12/2012,"4 Whitechurch Way, Rathfarnham, Dublin 16",NA,Dublin,825,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.916453948549925,No,6,12,4
31/07/2013,"84  Devenish Road, Kimmage, Dublin 12",Dublin 12,Dublin,1500,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.1760912590556813,Yes,31,7,3
22/12/2014,"16 Ormond Keep, Nenagh",NA,Tipperary,824.4,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.916137983107175,Yes,22,12,4
19/08/2016,"APT 5 THE SPINNAKER, ROBSWALL, MALAHIDE",NA,Dublin,3250,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.5118833609788744,Yes,19,8,3
31/10/2013,"90 Block 2, Shrewsbury Park, Dublin 4",Dublin 4,Dublin,2500,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.3979400086720375,Yes,31,10,4
24/07/2015,"30 An Tor Aonarach, Rocks Road, Kingscourt",NA,Cavan,881.05,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,2.9450005555266032,Yes,24,7,3
02/05/2014,"5 Fernhill Road, Belmont  Aikens Village, Stepaside",NA,Dublin,2995.59,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.4764823721374354,Yes,2,5,2
29/10/2010,"62 Spring Grove, Mill Road, Corbally",NA,Limerick,2000,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.3010299956639813,Yes,29,10,4
02/08/2017,"CASTLERICKARD, LONGWOOD, MEATH",NA,Meath,2500,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.3979400086720375,Yes,2,8,3
14/03/2013,"16 COURTOWN PARK, KILCOCK",NA,Kildare,750,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.8750612633917,Yes,14,3,1
26/09/2013,"62 Harbour Cottages, Ghan Road, Carlingford",NA,Louth,1700,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.230448921378274,Yes,26,9,3
21/09/2012,"3 Friarsland Road, Clonskeagh",NA,Dublin,3800,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.57978359661681,Yes,21,9,3
15/10/2013,"Shandara, Garretstown, Dunshaughlin",NA,Meath,2400,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.380211241711606,Yes,15,10,4
16/07/2018,"47 WHITEROCK HEIGHTS, WEXFORD, WEXFORD",NA,Wexford,2700,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.4313637641589874,Yes,16,7,3
24/04/2013,"20 ASHDALE CLOSE, KINSEALY, SWORDS",NA,Dublin,1730,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.2380461031287955,Yes,24,4,2
29/03/2018,"109 RACEHILL CRESCENT, ASHBOURNE, MEATH",NA,Meath,3180,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.5024271199844326,Yes,29,3,1
14/10/2010,"Knocklyon, Clonmacken",NA,Limerick,2025,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.3064250275506875,Yes,14,10,4
